batch_size\walk_length
0.2639	0.4217	0.4317	0.4359	0.4404	0.4423	0.4422	0.4389	
0.4191	0.4345	0.4382	0.4425	0.4417	0.4414	0.4428	0.4412	
0.4331	0.4403	0.4439	0.4400	0.4430	0.4431	0.4436	0.4460	
0.4387	0.4397	0.4418	0.4440	0.4452	0.4448	0.4453	0.4440	
0.4405	0.4444	0.4428	0.4417	0.4404	0.4436	0.4425	0.4464	
0.4437	0.4416	0.4459	0.4420	0.4443	0.4476	0.4454	0.4465	
0.4423	0.4432	0.4416	0.4436	0.4451	0.4421	0.4446	0.4422	
0.4404	0.4416	0.4436	0.4427	0.4420	0.4454	0.4451	0.4434	
